"x"	"family"	"TRY30_PhylogeneticGroup.y"	"P50"
"2776"	"Cotylelobium burckii"	"Dipterocarpaceae"	"Angiosperm"	-0.45
"2810"	"Coursetia ferruginea"	"Leguminosae"	"Angiosperm"	-2.3
"2817"	"Coussarea albescens"	"Rubiaceae"	"angiosperm"	-4.86
"2834"	"Craibiodendron scleranthum"	"Ericaceae"	"Angiosperm"	-2.93
"2849"	"Crataegus laevigata"	"Rosaceae"	"Angiosperm"	-8.41
"2853"	"Crataegus monogyna"	"Rosaceae"	"Angiosperm"	-5.82
"2877"	"Cratoxylum cochinchinense"	"Hypericaceae"	"Angiosperm"	-0.93
"2899"	"Croton billbergianus"	"Euphorbiaceae"	"Angiosperm"	-0.61
"2901"	"Croton crassifolius"	"Euphorbiaceae"	"Angiosperm"	-1.42
"2908"	"Croton lachnocarpus"	"Euphorbiaceae"	"Angiosperm"	-2.86
"2934"	"Croton yanhuii"	"Euphorbiaceae"	"Angiosperm"	-1.42
"2966"	"Cryptocarya aristata"	"Lauraceae"	"Angiosperm"	-2
"2969"	"Cryptocarya chinensis"	"Lauraceae"	"Angiosperm"	-3.02
"2971"	"Cryptocarya concinna"	"Lauraceae"	"Angiosperm"	-1.45
"3008"	"Cryptomeria japonica"	"Cupressaceae"	"Gymnosperm"	-4.55
"3013"	"Cunninghamia lanceolata"	"Cupressaceae"	"Gymnosperm"	-5.215
"3029"	"Cupressus arizonica"	"Cupressaceae"	"Gymnosperm"	-10.94
"3032"	"Cupressus dupreziana"	"Cupressaceae"	"Gymnosperm"	-10.29
"3033"	"Cupressus funebris"	"Cupressaceae"	"Gymnosperm"	-10.63
"3035"	"Cupressus guadalupensis"	"Cupressaceae"	"Gymnosperm"	-11.17
"3036"	"Cupressus leylandii"	"Cupressaceae"	"Gymnosperm"	-8.58
"3039"	"Cupressus macrocarpa"	"Cupressaceae"	"Gymnosperm"	-6.73
"3041"	"Cupressus sempervirens"	"Cupressaceae"	"Gymnosperm"	-8.095
"3042"	"Cupressus torulosa"	"Cupressaceae"	"Gymnosperm"	-8.35
"3043"	"Curatella americana"	"Dilleniaceae"	"Angiosperm"	-1.35
"3096"	"Cytisus scoparius"	"Leguminosae"	"Angiosperm"	-3.62
"3101"	"Dacrycarpus compactus"	"Podocarpaceae"	"Angiosperm"	-3.1
"3102"	"Dacrycarpus dacrydioides"	"Podocarpaceae"	"Gymnosperm"	-2.51
"3103"	"Dacrycarpus imbricatus"	"Podocarpaceae"	"Gymnosperm"	-3.57
"3105"	"Dacrydium araucarioides"	"Podocarpaceae"	"Gymnosperm"	-3.78
"3107"	"Dacrydium cupressinum"	"Podocarpaceae"	"Gymnosperm"	-2.995
"3179"	"Daphne gnidium"	"Thymelaeaceae"	"Angiosperm"	-4.37
"3192"	"Daphniphyllum pentandrum"	"Daphniphyllaceae"	"Angiosperm"	-0.62
"3275"	"Dicorynia guianensis"	"Leguminosae"	"Angiosperm"	-2.315
"3359"	"Diospyros dictyoneura"	"Ebenaceae"	"Angiosperm"	-0.42
"3367"	"Diospyros eriantha"	"Ebenaceae"	"Angiosperm"	-3.29
"3373"	"Diospyros glabra"	"Ebenaceae"	"angiosperm"	-1.31
"3383"	"Diospyros japonica"	"Ebenaceae"	"Angiosperm"	-2.95
"3384"	"Diospyros kaki"	"Ebenaceae"	"Angiosperm"	-5.52
"3395"	"Diospyros lotus"	"Ebenaceae"	"Angiosperm"	-2.965
"3406"	"Diospyros mindanaensis"	"Ebenaceae"	"Angiosperm"	-0.79
"3408"	"Diospyros morrisiana"	"Ebenaceae"	"Angiosperm"	-0.87
"3451"	"Diospyros venosa"	"Ebenaceae"	"Angiosperm"	-0.6
"3452"	"Diospyros virginiana"	"Ebenaceae"	"Angiosperm"	-0.385
"3456"	"Diospyros yunnanensis"	"Ebenaceae"	"angiosperm"	-3.5
"3466"	"Diplospora dubia"	"Rubiaceae"	"Angiosperm"	-2.21
"3491"	"Dipterocarpus globosus"	"Dipterocarpaceae"	"Angiosperm"	-0.18
"3530"	"Diselma archeri"	"Cupressaceae"	"Gymnosperm"	-8.72
"3568"	"Dracophyllum longifolium"	"Ericaceae"	"Angiosperm"	-1.86
"3575"	"Drimys granadensis"	"Winteraceae"	"Angiosperm"	-1.54
"3576"	"Drimys insipida"	"Winteraceae"	"Angiosperm"	-4.68
"3577"	"Drimys lanceolata"	"Winteraceae"	"Angiosperm"	-3.49
"3578"	"Drimys purpurascens"	"Winteraceae"	"Angiosperm"	-2.09
"3579"	"Drimys winteri"	"Winteraceae"	"Angiosperm"	-2.3
"3586"	"Dryandra sessilis"	"Proteaceae"	"Angiosperm"	-1.93
"3587"	"Dryandra vestita"	"Proteaceae"	"Angiosperm"	-3.19
"3595"	"Dryobalanops sumatrensis"	"Dipterocarpaceae"	"Angiosperm"	-0.26
"3608"	"Drypetes indica"	"Putranjivaceae"	"Angiosperm"	-2.3
"3708"	"Dysoxylum papuanum"	"Meliaceae"	"Angiosperm"	-2.615
"3741"	"Elaeocarpus angustifolius"	"Elaeocarpaceae"	"Angiosperm"	-3.08
"3745"	"Elaeocarpus chinensis"	"Elaeocarpaceae"	"Angiosperm"	-6.04
"3747"	"Elaeocarpus dentatus"	"Elaeocarpaceae"	"Angiosperm"	-3.31
"3748"	"Elaeocarpus dubius"	"Elaeocarpaceae"	"Angiosperm"	-1.77
"3754"	"Elaeocarpus glabripetalus"	"Elaeocarpaceae"	"Angiosperm"	-5.84
"3755"	"Elaeocarpus hookerianus"	"Elaeocarpaceae"	"Angiosperm"	-3.42
"3756"	"Elaeocarpus japonicus"	"Elaeocarpaceae"	"Angiosperm"	-3.77
"3767"	"Elaeocarpus obtusus"	"Elaeocarpaceae"	"Angiosperm"	-1.02
"3799"	"Encelia californica"	"Compositae"	"Angiosperm"	-0.76
"3800"	"Encelia farinosa"	"Compositae"	"Angiosperm"	-5.93
"3849"	"Endopleura uchi"	"Humiriaceae"	"Angiosperm"	-1.52
"3859"	"Engelhardtia roxburghiana"	"Juglandaceae"	"Angiosperm"	-1.15
"3876"	"Enterolobium cyclocarpum"	"Leguminosae"	"Angiosperm"	-2.735
"3889"	"Eperua falcata"	"Leguminosae"	"Angiosperm"	-3.805
"3890"	"Eperua grandiflora"	"Leguminosae"	"Angiosperm"	-6.07
"3925"	"Ericameria linearifolia"	"Compositae"	"Angiosperm"	-2.45
"3926"	"Ericameria nauseosa"	"Compositae"	"Angiosperm"	-1.405
"3934"	"Eriogonum cinereum"	"Polygonaceae"	"Angiosperm"	-1.83
"3958"	"Erisma uncinatum"	"Vochysiaceae"	"Angiosperm"	-2.13
"3965"	"Erythrina costaricensis"	"Leguminosae"	"Angiosperm"	-1.27
"3985"	"Erythrophleum africanum"	"Leguminosae"	"Angiosperm"	-3.11
"3987"	"Erythrophleum fordii"	"Leguminosae"	"Angiosperm"	-1.38
"4030"	"Eschweilera coriacea"	"Lecythidaceae"	"Angiosperm"	-2.01
"4031"	"Eschweilera cyathiformis"	"Lecythidaceae"	"Angiosperm"	-3.05
"4032"	"Eschweilera decolorans"	"Lecythidaceae"	"Angiosperm"	-2.3
"4034"	"Eschweilera grandiflora"	"Lecythidaceae"	"Angiosperm"	-2.3
"4046"	"Eschweilera pseudodecolorans"	"Lecythidaceae"	"Angiosperm"	-3.25
"4050"	"Eschweilera sagotiana"	"Lecythidaceae"	"Angiosperm"	-2.885
"4057"	"Eschweilera truncata"	"Lecythidaceae"	"Angiosperm"	-2.43
"4058"	"Eschweilera wachenheimii"	"Lecythidaceae"	"Angiosperm"	-2.545
"4065"	"Eucalyptus accedens"	"Myrtaceae"	"Angiosperm"	-3.2
"4070"	"Eucalyptus albida"	"Myrtaceae"	"Angiosperm"	-0.92
"4083"	"Eucalyptus bicolor"	"Myrtaceae"	"Angiosperm"	-7.4
"4084"	"Eucalyptus blakelyi"	"Myrtaceae"	"Angiosperm"	-4.51
"4096"	"Eucalyptus camaldulensis"	"Myrtaceae"	"Angiosperm"	-4.14
"4100"	"Eucalyptus capillosa"	"Myrtaceae"	"Angiosperm"	-3.08
"4117"	"Eucalyptus crebra"	"Myrtaceae"	"Angiosperm"	-2.44
"4128"	"Eucalyptus diversicolor"	"Myrtaceae"	"Angiosperm"	-0.99
"4155"	"Eucalyptus globoidea"	"Myrtaceae"	"Angiosperm"	-1.06
"4156"	"Eucalyptus globulus"	"Myrtaceae"	"Angiosperm"	-2.32
"4159"	"Eucalyptus gomphocephala"	"Myrtaceae"	"Angiosperm"	-2.35
"4163"	"Eucalyptus grandis"	"Myrtaceae"	"Angiosperm"	-1.64
"4185"	"Eucalyptus macrorhyncha"	"Myrtaceae"	"Angiosperm"	-4.01
"4189"	"Eucalyptus marginata"	"Myrtaceae"	"Angiosperm"	-1.815
"4193"	"Eucalyptus melliodora"	"Myrtaceae"	"Angiosperm"	-5.02
"4200"	"Eucalyptus na"	"Myrtaceae"	"Angiosperm"	-1.77
"4227"	"Eucalyptus piperita"	"Myrtaceae"	"Angiosperm"	-0.96
"4231"	"Eucalyptus polyanthemos"	"Myrtaceae"	"Angiosperm"	-0.72
"4233"	"Eucalyptus populnea"	"Myrtaceae"	"Angiosperm"	-5.64
"4240"	"Eucalyptus racemosa"	"Myrtaceae"	"Angiosperm"	-1.28
"4244"	"Eucalyptus regnans"	"Myrtaceae"	"Angiosperm"	-2.14
"4251"	"Eucalyptus saligna"	"Myrtaceae"	"Angiosperm"	-1.58
"4259"	"Eucalyptus sideroxylon"	"Myrtaceae"	"Angiosperm"	-4.2
"4260"	"Eucalyptus sieberi"	"Myrtaceae"	"Angiosperm"	-1.5
"4274"	"Eucalyptus tereticornis"	"Myrtaceae"	"Angiosperm"	-4.31
"4277"	"Eucalyptus tetrodonta"	"Myrtaceae"	"Angiosperm"	-6.27
"4285"	"Eucalyptus viminalis"	"Myrtaceae"	"Angiosperm"	-3.75
"4287"	"Eucalyptus wandoo"	"Myrtaceae"	"Angiosperm"	-3.275
"4298"	"Euclea na"	"Ebenaceae"	"Angiosperm"	-1.86
"4301"	"Euclea sp"	"Ebenaceae"	"Angiosperm"	-1.795
"4338"	"Eugenia nesiotica"	"Myrtaceae"	"Angiosperm"	-1.69
"4351"	"Eugenia sp"	"Myrtaceae"	"Angiosperm"	-5.4
"4364"	"Euonymus europaeus"	"Celastraceae"	"Angiosperm"	-5.14
"4368"	"Euonymus laxiflorus"	"Celastraceae"	"Angiosperm"	-2.51
"4401"	"Eupomatia laurina"	"Eupomatiaceae"	"Angiosperm"	-0.4
"4408"	"Eurya chinensis"	"Pentaphylacaceae"	"Angiosperm"	-1.4
"4412"	"Eurya macartneyi"	"Pentaphylacaceae"	"Angiosperm"	-5.02
"4424"	"Evodia lepta"	"Rutaceae"	"Angiosperm"	-2.7
"4437"	"Exospermum stipitatum"	"Winteraceae"	"Angiosperm"	-2.44
"4455"	"Fagus grandifloria"	"Fagaceae"	"Angiosperm"	-5.08
"4456"	"Fagus grandifolia"	"Fagaceae"	"Angiosperm"	-5.08
"4462"	"Fagus sylvatica"	"Fagaceae"	"Angiosperm"	-2.715
"4466"	"Falcatifolium taxoides"	"Podocarpaceae"	"Gymnosperm"	-5.55
"4472"	"Faramea occidentalis"	"Rubiaceae"	"Angiosperm"	-4.29
"4492"	"Festuca arundinacea"	"Poaceae"	"Angiosperm"	-3.9
"4504"	"Ficus benguetensis"	"Moraceae"	"Angiosperm"	-0.635
"4514"	"Ficus carica"	"Moraceae"	"Angiosperm"	-2.07
"4517"	"Ficus citrifolia"	"Moraceae"	"Angiosperm"	-1.57
"4533"	"Ficus fistulosa"	"Moraceae"	"Angiosperm"	-0.8
"4545"	"Ficus hispida"	"Moraceae"	"Angiosperm"	-1.48
"4547"	"Ficus insipida"	"Moraceae"	"Angiosperm"	-1.84
"4556"	"Ficus microcarpa"	"Moraceae"	"Angiosperm"	-0.74
"4560"	"Ficus nervosa"	"Moraceae"	"Angiosperm"	-1.05
"4565"	"Ficus orthoneura"	"Moraceae"	"Angiosperm"	-1.85
"4569"	"Ficus pisocarpa"	"Moraceae"	"Angiosperm"	-0.8
"4589"	"Ficus thonningii"	"Moraceae"	"Angiosperm"	-1.12
"4594"	"Ficus variegata"	"Moraceae"	"Angiosperm"	-1.19
"4595"	"Ficus variolosa"	"Moraceae"	"Angiosperm"	-0.8
"4607"	"Fitzroya cupressoides"	"Cupressaceae"	"Gymnosperm"	-6.25
"4612"	"Flemingia macrophylla"	"Leguminosae"	"Angiosperm"	-0.91
"4648"	"Frangula alnus"	"Rhamnaceae"	"Angiosperm"	-2.92
"4651"	"Frangula californica"	"Rhamnaceae"	"Angiosperm"	-1.68
"4657"	"Fraxinus americana"	"Oleaceae"	"Angiosperm"	-0.6
"4662"	"Fraxinus chinensis"	"Oleaceae"	"Angiosperm"	-4.57
"4664"	"Fraxinus excelsior"	"Oleaceae"	"Angiosperm"	-2.83
"4675"	"Fraxinus ornus"	"Oleaceae"	"Angiosperm"	-2.2
"4678"	"Fraxinus pennsylvanica"	"Oleaceae"	"Angiosperm"	-1
"4683"	"Fraxinus velutina"	"Oleaceae"	"Angiosperm"	-0.855
"4692"	"Fuchsia excorticata"	"Onagraceae"	"Angiosperm"	-1.71
"4704"	"Fuscospora fusca"	"Nothofagaceae"	"Angiosperm"	-2.3
"4705"	"Fuscospora solandri"	"Nothofagaceae"	"Angiosperm"	-2.76
"4706"	"Fuscospora truncata"	"Nothofagaceae"	"Angiosperm"	-2.49
"4707"	"Galbulimima belgraveana"	"Himantandraceae"	"Angiosperm"	-1.3
"4750"	"Garcinia oblongifolia"	"Clusiaceae"	"Angiosperm"	-1.475
"4769"	"Gardenia jasminoides"	"Rubiaceae"	"Angiosperm"	-1.35
"4778"	"Garrya elliptica"	"Garryaceae"	"Angiosperm"	-6.5
"4780"	"Garrya ovata"	"Garryaceae"	"Angiosperm"	-6.6
"4781"	"Garrya veatchii"	"Garryaceae"	"Angiosperm"	-5.085
"4807"	"Genipa americana"	"Rubiaceae"	"Angiosperm"	-2.05
"4853"	"Ginkgo biloba"	"Ginkgoaceae"	"Gymnosperm"	-4.11
"4855"	"Gironniera subaequalis"	"Cannabaceae"	"Angiosperm"	-3.155
"4858"	"Gleditsia sinensis"	"Leguminosae"	"Angiosperm"	-4.35
"4859"	"Gleditsia triacanthos"	"Leguminosae"	"Angiosperm"	-0.465
"4864"	"Glochidion eriocarpum"	"Phyllanthaceae"	"Angiosperm"	-1.23
"4878"	"Glochidion wrightii"	"Phyllanthaceae"	"Angiosperm"	-1.66
"4903"	"Glyptostrobus pensilis"	"Cupressaceae"	"Gymnosperm"	-2.8
"4911"	"Gnetum costatum"	"Gnetaceae"	"Gymnosperm"	-3.1
"4912"	"Gnetum gnemon"	"Gnetaceae"	"Gymnosperm"	-2.4
"4914"	"Gnetum montanum"	"Gnetaceae"	"Angiosperm"	-1.35
"4961"	"Gossia bidwillii"	"Myrtaceae"	"Angiosperm"	-5.12
"4968"	"Goupia glabra"	"Goupiaceae"	"Angiosperm"	-4.31
"4970"	"Grayia spinosa"	"Amaranthaceae"	"Angiosperm"	-2.225
"5021"	"Griselinia littoralis"	"Cornaceae"	"Angiosperm"	-2.96
"5072"	"Guatteria megalophylla"	"Annonaceae"	"Angiosperm"	-2.21
"5075"	"Guatteria olivacea"	"Annonaceae"	"Angiosperm"	-2.57
"5095"	"Guibourtia chodatiana"	"Leguminosae"	"Angiosperm"	-5.65
"5101"	"Guiera senegalensis"	"Combretaceae"	"Angiosperm"	-3.6
"5108"	"Gustavia elliptica"	"Lecythidaceae"	"Angiosperm"	-2.75
"5109"	"Gustavia hexapetala"	"Lecythidaceae"	"Angiosperm"	-7.175
"5113"	"Gustavia superba"	"Lecythidaceae"	"Angiosperm"	-0.75
"5140"	"Hakea lissosperma"	"Proteaceae"	"Gymnosperm"	-5.66
"5143"	"Hakea sericea"	"Proteaceae"	"Gymnosperm"	-5.66
"5146"	"Haldina cordifolia"	"Rubiaceae"	"Angiosperm"	-2
"5157"	"Halocarpus bidwillii"	"Podocarpaceae"	"Gymnosperm"	-5.265
"5158"	"Halocarpus biformis"	"Podocarpaceae"	"Gymnosperm"	-4.37
"5173"	"Handroanthus chrysotrichus"	"Bignoniaceae"	"Angiosperm"	-0.19
"5175"	"Handroanthus vellosoi"	"Bignoniaceae"	"Gymnosperm"	-2.41
"5186"	"Harpullia cupanioides"	"Sapindaceae"	"Angiosperm"	-1.33
"5194"	"Hazardia squarrosa"	"Compositae"	"Angiosperm"	-1.33
"5199"	"Hedera helix"	"Araliaceae"	"Angiosperm"	-2.55
"5201"	"Hedycarya cupulata"	"Monimiaceae"	"Angiosperm"	-3.09
"5202"	"Hedycarya parvifolia"	"Monimiaceae"	"Angiosperm"	-3.23
"5205"	"Hedyosmum goudotianum"	"Chloranthaceae"	"Angiosperm"	-1.74
"5206"	"Hedyosmum mexicanum"	"Chloranthaceae"	"Angiosperm"	-0.79
"5228"	"Helianthostylis sprucei"	"Moraceae"	"Angiosperm"	-4.04
"5238"	"Helicia reticulata"	"Proteaceae"	"Angiosperm"	-3.55
"5267"	"Heritiera sumatrana"	"Malvaceae"	"Angiosperm"	-1.69
"5275"	"Heteromeles arbutifolia"	"Rosaceae"	"Angiosperm"	-5.6
"5282"	"Hevea brasiliensis"	"Euphorbiaceae"	"Angiosperm"	-1.715
"5298"	"Hibiscus tiliaceus"	"Malvaceae"	"Angiosperm"	-2.74
"5330"	"Hoheria angustifolia"	"Malvaceae"	"Angiosperm"	-4.82
"5331"	"Hoheria glabrata"	"Malvaceae"	"Angiosperm"	-3.07
"5337"	"Holocalyx balansae"	"Leguminosae"	"Angiosperm"	-1.04
"5339"	"Holodiscus dumosus"	"Rosaceae"	"Angiosperm"	-3.53
"5345"	"Homalium cochinchinense"	"Salicaceae"	"Angiosperm"	-3.16
"5346"	"Homalium moultonii"	"Salicaceae"	"Angiosperm"	-6.3
"5391"	"Hybanthus prunifolius"	"Violaceae"	"Angiosperm"	-2.54
"5407"	"Hymenaea courbaril"	"Fabaceae"	"Angiosperm"	-3.03
"5409"	"Hymenaea martiana"	"Leguminosae"	"Angiosperm"	-2.8
"5412"	"Hymenaea stigonocarpa"	"Leguminosae"	"Angiosperm"	-3.185
"5448"	"Idesia polycarpa"	"Salicaceae"	"Angiosperm"	-4.47
"5449"	"Idiospermum australiense"	"Calycanthaceae"	"Angiosperm"	-0.62
"5454"	"Ilex aquifolium"	"Aquifoliaceae"	"Angiosperm"	-5.48
"5456"	"Ilex asprella"	"Aquifoliaceae"	"Angiosperm"	-1.82
"5461"	"Ilex chapaensis"	"Aquifoliaceae"	"Angiosperm"	-4.08
"5462"	"Ilex chinensis"	"Aquifoliaceae"	"Angiosperm"	-2.71
"5463"	"Ilex cochinchinensis"	"Aquifoliaceae"	"Angiosperm"	-3.94
"5502"	"Ilex triflora"	"Aquifoliaceae"	"Angiosperm"	-1.28
"5505"	"Illicium anisatum"	"Schisandraceae"	"Angiosperm"	-3.66
"5506"	"Illicium floridanum"	"Schisandraceae"	"Angiosperm"	-3.28
"5516"	"Inga alba"	"Leguminosae"	"Angiosperm"	-2.6
"5522"	"Inga capitata"	"Leguminosae"	"Angiosperm"	-2.6
"5537"	"Inga gracilifolia"	"Leguminosae"	"Angiosperm"	-2.6
"5568"	"Inga rubiginosa"	"Leguminosae"	"Angiosperm"	-2.6
"5593"	"Inga vera"	"Leguminosae"	"Angiosperm"	-4.53
"5608"	"Iryanthera hostmannii"	"Myristicaceae"	"Angiosperm"	-0.56
"5609"	"Iryanthera juruensis"	"Myristicaceae"	"Angiosperm"	-0.67
"5616"	"Iryanthera sagotiana"	"Myristicaceae"	"Angiosperm"	-3.69
"5621"	"Isoberlinia angolensis"	"Leguminosae"	"Angiosperm"	-1.95
"5625"	"Isonandra lanceolata"	"Sapotaceae"	"Angiosperm"	-0.48
"5629"	"Isopogon gardneri"	"Proteaceae"	"Angiosperm"	-3.75
"5630"	"Itea chinensis"	"Iteaceae"	"Angiosperm"	-2.495
"5638"	"Ixora chinensis"	"Rubiaceae"	"Angiosperm"	-1.48
"5658"	"Jacaranda mimosifolia"	"Bignoniaceae"	"Angiosperm"	-1.635
"5691"	"Juglans regia"	"Juglandaceae"	"Angiosperm"	-2.24
"5694"	"Julbernardia paniculata"	"Leguminosae"	"Angiosperm"	-2.24
"5699"	"Juniperus arizonica"	"Cupressaceae"	"Gymnosperm"	-13.8
"5700"	"Juniperus ashei"	"Cupressaceae"	"Gymnosperm"	-13.025
"5701"	"Juniperus barbadensis"	"Cupressaceae"	"Gymnosperm"	-8.285
"5702"	"Juniperus californica"	"Cupressaceae"	"Gymnosperm"	-10.37
"5704"	"Juniperus chinensis"	"Cupressaceae"	"Gymnosperm"	-10.88
"5706"	"Juniperus communis"	"Cupressaceae"	"Gymnosperm"	-5.85
"5707"	"Juniperus deppeana"	"Cupressaceae"	"Gymnosperm"	-8.3
"5710"	"Juniperus flaccida"	"Cupressaceae"	"Gymnosperm"	-7.625
"5715"	"Juniperus lucayana"	"Cupressaceae"	"Gymnosperm"	-8.3
"5716"	"Juniperus maritima"	"Cupressaceae"	"Gymnosperm"	-7.58
"5717"	"Juniperus monosperma"	"Cupressaceae"	"Gymnosperm"	-9.63
"5719"	"Juniperus occidentalis"	"Cupressaceae"	"Gymnosperm"	-8.5
"5720"	"Juniperus osteosperma"	"Cupressaceae"	"Gymnosperm"	-8.01
"5723"	"Juniperus pinchotii"	"Cupressaceae"	"Gymnosperm"	-14.1
"5728"	"Juniperus sabina"	"Cupressaceae"	"Gymnosperm"	-4.25
"5730"	"Juniperus scopulorum"	"Cupressaceae"	"Gymnosperm"	-7.25
"5735"	"Juniperus virginiana"	"Cupressaceae"	"Gymnosperm"	-4.93
"5749"	"Kandelia obovata"	"Rhizophoraceae"	"Angiosperm"	-7.14
"5763"	"Kibaropsis caledonica"	"Monimiaceae"	"Angiosperm"	-2.49
"5766"	"Kielmeyera coriacea"	"Calophyllaceae"	"Angiosperm"	-1.9
"5783"	"Knightia excelsa"	"Proteaceae"	"Angiosperm"	-4.39
"5786"	"Koelreuteria bipinnata"	"Sapindaceae"	"Angiosperm"	-1.67
"5787"	"Koelreuteria paniculata"	"Sapindaceae"	"Angiosperm"	-0.4
"5826"	"Lagarostrobos franklinii"	"Podocarpaceae"	"Gymnosperm"	-3.745
"5827"	"Lagerstroemia indica"	"Lythraceae"	"Angiosperm"	-0.58
"5833"	"Lagerstroemia tomentosa"	"Lythraceae"	"Angiosperm"	-1.22
"5835"	"Laguncularia racemosa"	"Combretaceae"	"Angiosperm"	-3.4
"5842"	"Lantana camara"	"Verbenaceae"	"Angiosperm"	-1.8
"5844"	"Larix decidua"	"Pinaceae"	"Gymnosperm"	-4.08
"5845"	"Larix gmelinii"	"Pinaceae"	"Gymnosperm"	-3.13
"5847"	"Larix kaempferi"	"Pinaceae"	"Gymnosperm"	-3.39
"5851"	"Larix occidentalis"	"Pinaceae"	"Gymnosperm"	-4.225
"5853"	"Larix sibirica"	"Pinaceae"	"Gymnosperm"	-3.61
"5857"	"Larrea tridentata"	"Zygophyllaceae"	"Angiosperm"	-3.31
"5858"	"Lasianthus chinensis"	"Rubiaceae"	"Angiosperm"	-3.3
"5863"	"Lasiococca comberi"	"Euphorbiaceae"	"Angiosperm"	-1.63
"5866"	"Launaea arborescens"	"Compositae"	"Angiosperm"	-1.9
"5871"	"Laurus nobilis"	"Lauraceae"	"Angiosperm"	-1.95
"5897"	"Lecythis persistens"	"Lecythidaceae"	"Angiosperm"	-3.58
"5899"	"Lecythis poiteaui"	"Lecythidaceae"	"Angiosperm"	-1.98
"5900"	"Lecythis prancei"	"Lecythidaceae"	"Angiosperm"	-1.8
"5907"	"Leiospermum racemosum"	"Cunoniaceae"	"Angiosperm"	-2.75
"5921"	"Lepidospartum squamatum"	"Compositae"	"Angiosperm"	-0.76
"5922"	"Lepidothamnus intermedius"	"Podocarpaceae"	"Gymnosperm"	-5.57
"5959"	"Leucadendron laureolum"	"Proteaceae"	"Angiosperm"	-2.265
"5962"	"Leucadendron salignum"	"Proteaceae"	"Angiosperm"	-3.695
"5979"	"Libocedrus bidwillii"	"Cupressaceae"	"Gymnosperm"	-3.7
"5980"	"Libocedrus plumosa"	"Cupressaceae"	"Gymnosperm"	-4.39
"6007"	"Licania heteromorpha"	"Chrysobalanaceae"	"Angiosperm"	-3.33
"6019"	"Licania lata"	"Chrysobalanaceae"	"Angiosperm"	-1.71
"6024"	"Licania longistyla"	"Chrysobalanaceae"	"Angiosperm"	-3.11
"6028"	"Licania membranacea"	"Chrysobalanaceae"	"Angiosperm"	-2.08
"6034"	"Licania octandra"	"Chrysobalanaceae"	"Angiosperm"	-2
"6072"	"Ligustrum lucidum"	"Oleaceae"	"Angiosperm"	-3.46
"6076"	"Ligustrum sinense"	"Oleaceae"	"Angiosperm"	-0.56
"6077"	"Ligustrum vulgare"	"Oleaceae"	"Angiosperm"	-3.675
"6085"	"Lindera chunii"	"Lauraceae"	"Angiosperm"	-3.03
"6086"	"Lindera communis"	"Lauraceae"	"Angiosperm"	-0.885
"6088"	"Lindera kwangtungensis"	"Lauraceae"	"Angiosperm"	-2.99
"6097"	"Liquidambar formosana"	"Altingiaceae"	"Angiosperm"	-1.815
"6099"	"Liquidambar styraciflua"	"Altingiaceae"	"Angiosperm"	-2.88
"6101"	"Liriodendron tulipifera"	"Magnoliaceae"	"Angiosperm"	-3.22
"6119"	"Lithocarpus glaber"	"Fagaceae"	"Angiosperm"	-1.57
"6156"	"Litsea cubeba"	"Lauraceae"	"Angiosperm"	-2.13
"6189"	"Lomatia tinctoria"	"Proteaceae"	"Angiosperm"	-4.97
"6197"	"Lonchocarpus dipteroneurus"	"Leguminosae"	"Angiosperm"	-1.67
"6204"	"Lonchocarpus muehlbergianus"	"Leguminosae"	"Angiosperm"	-0.63
"6231"	"Lophomyrtus obcordata"	"Myrtaceae"	"Angiosperm"	-5.58
"6232"	"Lophopetalum subobovatum"	"Celastraceae"	"Angiosperm"	-0.59
"6237"	"Lophozonia menziesii"	"Nothofagaceae"	"Angiosperm"	-2.37
"6255"	"Luehea seemannii"	"Malvaceae"	"Angiosperm"	-1.28
"6269"	"Lycium andersonii"	"Solanaceae"	"Angiosperm"	-0.99
"6271"	"Lycium chilense"	"Solanaceae"	"Angiosperm"	-4.9
"6293"	"Maackia hupehensis"	"Leguminosae"	"Angiosperm"	-1.37
"6313"	"Macaranga denticulata"	"Euphorbiaceae"	"Angiosperm"	-1.1
"6334"	"Macaranga sampsonii"	"Euphorbiaceae"	"Angiosperm"	-3.36
"6335"	"Macaranga tanarius"	"Euphorbiaceae"	"Angiosperm"	-0.665
"6353"	"Machilus breviflora"	"Lauraceae"	"Angiosperm"	-5.15
"6355"	"Machilus chinensis"	"Lauraceae"	"Angiosperm"	-2.48
"6356"	"Machilus grijsii"	"Lauraceae"	"Angiosperm"	-6
"6357"	"Machilus kwangtungensis"	"Lauraceae"	"Angiosperm"	-1.26
"6358"	"Machilus leptophylla"	"Lauraceae"	"Angiosperm"	-4.26
"6361"	"Machilus thunbergii"	"Lauraceae"	"Angiosperm"	-6.06
"6362"	"Machilus velutina"	"Lauraceae"	"Angiosperm"	-1.64
"6365"	"Maclura tinctoria"	"Moraceae"	"Angiosperm"	-0.705
"6426"	"Magnolia fordiana"	"Magnoliaceae"	"Angiosperm"	-4.41
"6429"	"Magnolia grandiflora"	"Magnoliaceae"	"Angiosperm"	-2.02
"6434"	"Magnolia macclurei"	"Magnoliaceae"	"Angiosperm"	-3.54
"6437"	"Magnolia maudiae"	"Magnoliaceae"	"Angiosperm"	-3.5
"6439"	"Magnolia odora"	"Magnoliaceae"	"Angiosperm"	-3.79
